Step 1,Step 2,Step 3,User Name,title,Bin Category,Quarter-Year,Week Number,Week Start Date,Week End Date,Count,capstone_name
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,KW009980,ABC Branch Manager,Power User,2023Q4,Week 2,2023-10-08,2023-10-14,1,Karen Williams
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,SS021589,ABC Branch Manager,Power User,2023Q3,Week 5,2023-07-29,2023-08-04,1,Sherry Sanders
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply,KC005395,ABC District Manager,Power User,2023Q4,Week 12,2023-12-17,2023-12-23,1,Karl Carson Jr.
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply,LM003228,ABC District Manager,Power User,2024Q1,Week 8,2024-02-19,2024-02-25,1,Lindsay Molina
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Average Recovery,JP018809,ABC Branch Manager,Power User,2023Q3,Week 7,2023-08-12,2023-08-18,1,Jennifer Pollard
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Average Sell Price,AA016962,ABC Branch Manager,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Alexander Arnold
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Average Sell Price,JH021141,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,John Hill
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Average Sell Price,RC010264,ABC Branch Manager,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Rebecca Cooper
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Average Sell Price,SB006501,ABC Branch Manager,Power User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Sharon Brewer
/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,RD005517,ABC District Manager,Power User,2024Q1,Week 7,2024-02-12,2024-02-18,1,Ryan Dillon
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,PA020877,ABC District Manager,Power User,2024Q1,Week 5,2024-01-29,2024-02-04,1,Peter Alvarez
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,AM026049,ABC District Manager,Power User,2023Q4,Week 3,2023-10-15,2023-10-21,1,Allison Miles
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,DC054894,ABC Branch Manager,Power User,2023Q3,Week 7,2023-08-12,2023-08-18,1,David Cole
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,DD020868,ABC Branch Manager,Regular User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Diane Dougherty
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,JJ012206,ABC Branch Manager,Regular User,2024Q2,Week 3,2024-04-15,2024-04-21,1,John Jennings
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,JT012448,ABC District Manager,Power User,2023Q3,Week 8,2023-08-19,2023-08-25,1,John Thompson
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,KA009698,ABC Branch Manager,Power User,2023Q4,Week 11,2023-12-10,2023-12-16,1,Katherine Aguilar
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,MS021706,Vice President SW Region,Power User,2023Q3,Week 2,2023-07-08,2023-07-14,1,Melissa Singh
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,RC062542,ABC Branch Manager,Power User,2024Q1,Week 11,2024-03-11,2024-03-17,1,Robert Combs
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,TF009582,ABC Branch Manager,Power User,2023Q4,Week 2,2023-10-08,2023-10-14,1,Tommy Flores
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales & Mix Adjusted Net Net GP,MH019547,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Michael Henry
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,AM026049,ABC District Manager,Power User,2024Q1,Week 10,2024-03-04,2024-03-10,1,Allison Miles
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,AS035873,ABC Branch Manager,Power User,2024Q2,Week 9,2024-05-27,2024-06-02,1,Andrew Smith
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,AS078353,ABC Branch Manager,Power User,2024Q1,Week 11,2024-03-11,2024-03-17,1,Alexandra Schultz
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,AS078353,ABC Branch Manager,Power User,2024Q1,Week 4,2024-01-22,2024-01-28,1,Alexandra Schultz
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,AV080882,ABC Inven/Purch Admin,Regular User,2023Q4,Week 11,2023-12-10,2023-12-16,1,Ashley Vargas
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,BW033277,ABC Branch Manager,Power User,2023Q3,Week 13,2023-09-23,2023-09-29,1,Bradley White
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,BW033277,ABC Branch Manager,Power User,2023Q3,Week 6,2023-08-05,2023-08-11,1,Bradley White
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CB017060,ABC Branch Manager,Power User,2023Q3,Week 5,2023-07-29,2023-08-04,1,Chase Bishop
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2023Q3,Week 10,2023-09-02,2023-09-08,1,Christopher Grant
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2023Q4,Week 5,2023-10-29,2023-11-04,1,Christopher Grant
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2023Q4,Week 8,2023-11-19,2023-11-25,1,Christopher Grant
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CK005158,ABC Branch Manager,Power User,2023Q4,Week 6,2023-11-05,2023-11-11,1,Cassandra Kennedy
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CM080257,Controller,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Cynthia Mckenzie
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CW008736,ABC Branch Manager,Power User,2023Q3,Week 5,2023-07-29,2023-08-04,1,Cassandra Watts
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,DA021026,ABC Branch Manager,Regular User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Daniel Anderson
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,DM003608,ABC Branch Manager,Regular User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Dylan Meyer
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,GP069024,Director Enterprise Planning & Analysis,Power User,2024Q1,Week 1,2024-01-01,2024-01-07,1,Gregory Poole
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,HM011104,ABC Branch Manager,Power User,2023Q4,Week 5,2023-10-29,2023-11-04,1,Howard Martinez
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,HM020221,ABC Branch Manager,Power User,2024Q4,Week 8,2024-11-19,2024-11-25,1,Hunter Meyer
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,JD026051,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Jose Decker
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,JH021141,ABC Branch Manager,Power User,2023Q3,Week 9,2023-08-26,2023-09-01,1,John Hill
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,JH060804,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,James Hammond
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,JK031272,ABC Branch Manager,Power User,2024Q1,Week 6,2024-02-05,2024-02-11,1,Joseph Knight
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,JO077894,Enterprise Analytics Product Specialist,Power User,2023Q3,Week 8,2023-08-19,2023-08-25,1,James Owens
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,JS003978,ABC Inven/Purch Admin,Regular User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Jimmy Stephenson
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,KB034805,ABC Branch Manager,Power User,2024Q2,Week 6,2024-05-06,2024-05-12,1,Kara Bennett
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,KJ020727,ABC Branch Manager,Regular User,2023Q4,Week 13,2023-12-24,2023-12-30,1,Kevin Jordan
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,KL031265,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Kristina Lucero
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,KW009980,ABC Branch Manager,Power User,2024Q1,Week 4,2024-01-22,2024-01-28,1,Karen Williams
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,LN003218,ABC Branch Manager,Power User,2024Q4,Week 4,2024-10-22,2024-10-28,1,Lisa Nelson
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,MC032286,ABC Branch Manager,Power User,2023Q4,Week 13,2023-12-24,2023-12-30,1,Michael Compton
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,MG005018,ABC Branch Manager,Power User,2023Q3,Week 6,2023-08-05,2023-08-11,1,Margaret Gross
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,MG063482,ABC Branch Manager,Regular User,2023Q3,Week 12,2023-09-16,2023-09-22,1,Michelle Garrison
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,MJ035369,EA Product Owner Manager,Power User,2023Q3,Week 13,2023-09-23,2023-09-29,1,Mr. Jose Henry
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,MK002627,ABC Branch Manager,Power User,2024Q1,Week 4,2024-01-22,2024-01-28,1,Megan Kelley MD
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,MS021706,Vice President SW Region,Power User,2023Q3,Week 3,2023-07-15,2023-07-21,1,Melissa Singh
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,MW021147,ABC Branch Manager,Regular User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Mark Wilson
/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Supplier Mix,AM026049,ABC District Manager,Power User,2023Q3,Week 6,2023-08-05,2023-08-11,1,Allison Miles
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,PB029750,ABC Branch Manager,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Patricia Bennett
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,PC032619,ABC Branch Manager,Power User,2023Q3,Week 9,2023-08-26,2023-09-01,1,Patrick Clark
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,RC004513,ABC Branch Manager,Power User,2023Q4,Week 4,2023-10-22,2023-10-28,1,Robert Chapman
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,RL078046,ABC Branch Manager,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Rebecca Lee
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,RL078046,ABC Branch Manager,Power User,2024Q4,Week 5,2024-10-29,2024-11-04,1,Rebecca Lee
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,RS071179,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Robert Sellers
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,RS071179,ABC Branch Manager,Power User,2024Q4,Week 3,2024-10-15,2024-10-21,1,Robert Sellers
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,SM078006,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Sarah Morrison
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,TF009582,ABC Branch Manager,Power User,2023Q4,Week 2,2023-10-08,2023-10-14,1,Tommy Flores
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,TG021676,ABC Branch Manager,Power User,2024Q1,Week 5,2024-01-29,2024-02-04,1,Terry Garcia
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,TG021676,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Terry Garcia
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,WZ035631,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,William Zhang
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Supplier Analytics,EG069675,Director Steep Slope Roofing,Power User,2023Q1,Week 3,2023-01-15,2023-01-21,1,Eugene Gutierrez
